transaction_id,date,description,category,amount_lkr,transaction_type,notes
TXN0723,2026-09-25,Freelancer Payment — Nimali Fernando,Freelancer Fees,-25147.17,Debit,Contract work — Nimali Fernando
TXN0748,2026-09-25,Fuel — Company Vehicle,Transport,-6645.71,Debit,Company vehicle fuel top-up
TXN0674,2026-09-26,Invoice Payment — SLT-Mobitel,Sales Revenue,346242.69,Credit,Project milestone payment from SLT-Mobitel
TXN0703,2026-09-26,Team Lunch — Client Meeting,Meals & Entertainment,-10958.84,Debit,Petty cash expense
TXN0741,2026-09-26,Fuel — Company Vehicle,Transport,-8069.87,Debit,Company vehicle fuel top-up
TXN0705,2026-09-27,Parking Fee — Colombo Office,Transport,-235.34,Debit,Petty cash expense
TXN0688,2026-09-28,Photocopy & Binding — Reports,Office Supplies,-1217.66,Debit,Petty cash expense
TXN0711,2026-09-28,Tea/Coffee & Office Refreshments,Petty Cash,-2353.2,Debit,Petty cash expense
TXN0721,2026-09-28,Freelancer Payment — Nimali Fernando,Freelancer Fees,-115735.8,Debit,Contract work — Nimali Fernando
TXN0732,2026-09-28,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-17392.22,Debit,Petty cash fund replenishment
TXN0749,2026-09-28,Dialog — Mobile Bills (Staff),Telephone,-10078.4,Debit,Vendor invoice payment
TXN0752,2026-09-28,DIMO — Vehicle Service,Transport,-32835.87,Debit,Vendor invoice payment
TXN0704,2026-09-29,Staff Overtime Meal Allowance,Meals & Entertainment,-2019.78,Debit,Petty cash expense
TXN0731,2026-09-29,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-12639.53,Debit,Petty cash fund replenishment
TXN0745,2026-09-29,Fuel — Company Vehicle,Transport,-7266.72,Debit,Company vehicle fuel top-up
TXN0685,2026-09-30,Tea/Coffee & Office Refreshments,Petty Cash,-2151.38,Debit,Petty cash expense
TXN0698,2026-09-30,Parking Fee — Colombo Office,Transport,-650.04,Debit,Petty cash expense
TXN0739,2026-09-30,Fuel — Company Vehicle,Transport,-10593.51,Debit,Company vehicle fuel top-up
TXN0757,2026-10-01,"Office Rent — Colombo 3, Level 4",Rent,-120919.13,Debit,Monthly office lease payment
TXN0807,2026-10-01,Monthly Retainer — Dialog Axiata PLC,Retainer Fee,101394.62,Credit,Fixed monthly support retainer from Dialog Axiata PLC
TXN0808,2026-10-01,Monthly Retainer — Sampath Bank,Retainer Fee,120950.58,Credit,Fixed monthly support retainer from Sampath Bank
TXN0809,2026-10-01,Monthly Retainer — MAS Holdings,Retainer Fee,92752.7,Credit,Fixed monthly support retainer from MAS Holdings
TXN0810,2026-10-01,Monthly Retainer — SLT-Mobitel,Retainer Fee,140629.07,Credit,Fixed monthly support retainer from SLT-Mobitel
TXN0790,2026-10-02,Staff Overtime Meal Allowance,Meals & Entertainment,-5273.28,Debit,Petty cash expense
TXN0794,2026-10-02,Parking Fee — Colombo Office,Transport,-581.0,Debit,Petty cash expense
TXN0777,2026-10-03,Photocopy & Binding — Reports,Office Supplies,-2155.07,Debit,Petty cash expense
TXN0812,2026-10-03,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-8521.94,Debit,Petty cash fund replenishment
TXN0768,2026-10-04,Printer Ink & Paper Restock,Office Supplies,-7897.77,Debit,Petty cash expense
TXN0775,2026-10-04,Photocopy & Binding — Reports,Office Supplies,-654.33,Debit,Petty cash expense
TXN0783,2026-10-04,Photocopy & Binding — Reports,Office Supplies,-897.28,Debit,Petty cash expense
TXN0762,2026-10-05,Bank of Ceylon — Business Loan EMI,Loan Repayment,-75000,Debit,Monthly EMI for LKR 3.6M business loan
TXN0763,2026-10-05,Abans PLC — 3x Dell Latitude Laptops,Equipment Purchase,-520000,Debit,New employee onboarding equipment
TXN0791,2026-10-05,Staff Overtime Meal Allowance,Meals & Entertainment,-4281.45,Debit,Petty cash expense
TXN0822,2026-10-05,Fuel — Company Vehicle,Transport,-5489.79,Debit,Company vehicle fuel top-up
TXN0824,2026-10-05,Fuel — Company Vehicle,Transport,-9213.92,Debit,Company vehicle fuel top-up
TXN0836,2026-10-05,Keells Super — Office Pantry,Petty Cash,-6842.49,Debit,Vendor invoice payment
TXN0771,2026-10-07,Tea/Coffee & Office Refreshments,Petty Cash,-622.26,Debit,Petty cash expense
TXN0787,2026-10-07,Team Lunch — Client Meeting,Meals & Entertainment,-8902.75,Debit,Petty cash expense
TXN0821,2026-10-07,Ceylinco Insurance — Business Property & Liability,Insurance,-21402.52,Debit,Quarterly business insurance premium
TXN0834,2026-10-07,Abans PLC — IT Equipment Maintenance,Equipment Maintenance,-20764.94,Debit,Vendor invoice payment
TXN0838,2026-10-08,Abans PLC — IT Equipment Maintenance,Equipment Maintenance,-33641.46,Debit,Vendor invoice payment
TXN0769,2026-10-09,Grab / PickMe — Staff Transport,Transport,-2420.7,Debit,Petty cash expense
TXN0813,2026-10-09,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-12374.3,Debit,Petty cash fund replenishment
TXN0825,2026-10-09,Fuel — Company Vehicle,Transport,-8352.01,Debit,Company vehicle fuel top-up
TXN0758,2026-10-10,Lanka Electricity Board — Office Bill,Electricity Bill,-27377.53,Debit,Monthly electricity consumption
TXN0753,2026-10-11,Invoice Payment — John Keells Holdings,Sales Revenue,590045.98,Credit,Project milestone payment from John Keells Holdings
TXN0774,2026-10-11,Grab / PickMe — Staff Transport,Transport,-4414.14,Debit,Petty cash expense
TXN0759,2026-10-12,SLT Fiber — Office Broadband (1Gbps),Internet Bill,-11494.46,Debit,Monthly ISP subscription
TXN0778,2026-10-12,Team Lunch — Client Meeting,Meals & Entertainment,-9773.02,Debit,Petty cash expense
TXN0779,2026-10-12,Grab / PickMe — Staff Transport,Transport,-2616.11,Debit,Petty cash expense
TXN0798,2026-10-12,Courier — Document Delivery,Logistics,-509.24,Debit,Petty cash expense
TXN0829,2026-10-12,Fuel — Company Vehicle,Transport,-8564.18,Debit,Company vehicle fuel top-up
TXN0782,2026-10-13,Staff Overtime Meal Allowance,Meals & Entertainment,-3301.75,Debit,Petty cash expense
TXN0797,2026-10-13,Photocopy & Binding — Reports,Office Supplies,-769.75,Debit,Petty cash expense
TXN0804,2026-10-14,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-107410.64,Debit,Contract work — Shanuki Rathnayake
TXN0823,2026-10-14,Fuel — Company Vehicle,Transport,-6954.65,Debit,Company vehicle fuel top-up
TXN0835,2026-10-14,DIMO — Vehicle Service,Transport,-44506.1,Debit,Vendor invoice payment
TXN0760,2026-10-15,CloudHosting.lk — Server & Hosting,Cloud & Software,-51663.74,Debit,Monthly cloud infrastructure
TXN0785,2026-10-15,Grab / PickMe — Staff Transport,Transport,-3444.72,Debit,Petty cash expense
TXN0805,2026-10-15,Freelancer Payment — Nimali Fernando,Freelancer Fees,-74000.98,Debit,Contract work — Nimali Fernando
TXN0814,2026-10-15,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-15986.63,Debit,Petty cash fund replenishment
TXN0828,2026-10-15,Fuel — Company Vehicle,Transport,-11994.86,Debit,Company vehicle fuel top-up
TXN0773,2026-10-16,Grab / PickMe — Staff Transport,Transport,-2186.33,Debit,Petty cash expense
TXN0792,2026-10-16,Staff Overtime Meal Allowance,Meals & Entertainment,-3164.59,Debit,Petty cash expense
TXN0793,2026-10-16,Printer Ink & Paper Restock,Office Supplies,-4334.08,Debit,Petty cash expense
TXN0832,2026-10-16,Fuel — Company Vehicle,Transport,-10155.27,Debit,Company vehicle fuel top-up
TXN0776,2026-10-17,Parking Fee — Colombo Office,Transport,-207.4,Debit,Petty cash expense
TXN0806,2026-10-17,Freelancer Payment — Kasun Perera,Freelancer Fees,-41974.08,Debit,Contract work — Kasun Perera
TXN0818,2026-10-17,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-10906.03,Debit,Petty cash fund replenishment
TXN0820,2026-10-17,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-5858.85,Debit,Petty cash fund replenishment
TXN0789,2026-10-18,Courier — Document Delivery,Logistics,-827.32,Debit,Petty cash expense
TXN0831,2026-10-18,Fuel — Company Vehicle,Transport,-5141.59,Debit,Company vehicle fuel top-up
TXN0800,2026-10-19,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-106832.59,Debit,Contract work — Tharushi Jayasinghe
TXN0816,2026-10-19,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-13812.1,Debit,Petty cash fund replenishment
TXN0799,2026-10-20,Tea/Coffee & Office Refreshments,Petty Cash,-1274.6,Debit,Petty cash expense
TXN0826,2026-10-20,Fuel — Company Vehicle,Transport,-11194.65,Debit,Company vehicle fuel top-up
TXN0767,2026-10-21,Parking Fee — Colombo Office,Transport,-777.1,Debit,Petty cash expense
TXN0796,2026-10-21,Tea/Coffee & Office Refreshments,Petty Cash,-2475.55,Debit,Petty cash expense
TXN0802,2026-10-21,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-35693.09,Debit,Contract work — Shanuki Rathnayake
TXN0761,2026-10-22,Office Mart Colombo — Stationery & Equipment,Office Supplies,-22026.24,Debit,Office consumables and equipment
TXN0803,2026-10-22,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-113367.99,Debit,Contract work — Tharushi Jayasinghe
TXN0830,2026-10-22,Fuel — Company Vehicle,Transport,-11435.5,Debit,Company vehicle fuel top-up
TXN0788,2026-10-23,Printer Ink & Paper Restock,Office Supplies,-7338.54,Debit,Petty cash expense
TXN0755,2026-10-24,Invoice Payment — Local Startup B,Sales Revenue,179406.73,Credit,Project milestone payment from Local Startup B
TXN0756,2026-10-25,Staff Salaries — 12 Employees,Salaries,-991792.75,Debit,Monthly payroll run
TXN0833,2026-10-25,Fuel — Company Vehicle,Transport,-6832.26,Debit,Company vehicle fuel top-up
TXN0766,2026-10-26,Staff Overtime Meal Allowance,Meals & Entertainment,-2945.38,Debit,Petty cash expense
TXN0772,2026-10-26,Team Lunch — Client Meeting,Meals & Entertainment,-9389.27,Debit,Petty cash expense
TXN0801,2026-10-26,Freelancer Payment — Malith De Silva,Freelancer Fees,-68627.21,Debit,Contract work — Malith De Silva
TXN0811,2026-10-26,Sampath Bank — Monthly Account Maintenance,Bank Charges,-905.54,Debit,Monthly bank service charge
TXN0837,2026-10-26,DIMO — Vehicle Service,Transport,-27553.4,Debit,Vendor invoice payment
TXN0784,2026-10-27,Printer Ink & Paper Restock,Office Supplies,-5913.12,Debit,Petty cash expense
TXN0815,2026-10-27,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-7880.53,Debit,Petty cash fund replenishment
TXN0817,2026-10-27,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-19036.15,Debit,Petty cash fund replenishment
TXN0754,2026-10-28,Invoice Payment — Ceylinco Insurance,Sales Revenue,228345.18,Credit,Project milestone payment from Ceylinco Insurance
TXN0764,2026-10-28,Parking Fee — Colombo Office,Transport,-261.86,Debit,Petty cash expense
TXN0765,2026-10-28,Tea/Coffee & Office Refreshments,Petty Cash,-2551.0,Debit,Petty cash expense
TXN0780,2026-10-28,Printer Ink & Paper Restock,Office Supplies,-7078.88,Debit,Petty cash expense
TXN0781,2026-10-28,Staff Overtime Meal Allowance,Meals & Entertainment,-3810.16,Debit,Petty cash expense
TXN0786,2026-10-28,Parking Fee — Colombo Office,Transport,-469.14,Debit,Petty cash expense
TXN0827,2026-10-28,Fuel — Company Vehicle,Transport,-8983.79,Debit,Company vehicle fuel top-up
TXN0770,2026-10-30,Printer Ink & Paper Restock,Office Supplies,-5052.12,Debit,Petty cash expense
TXN0819,2026-10-30,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-5371.58,Debit,Petty cash fund replenishment
TXN0795,2026-10-31,Grab / PickMe — Staff Transport,Transport,-1578.45,Debit,Petty cash expense
TXN0846,2026-11-01,"Office Rent — Colombo 3, Level 4",Rent,-121295.85,Debit,Monthly office lease payment
TXN0862,2026-11-01,Tea/Coffee & Office Refreshments,Petty Cash,-2167.18,Debit,Petty cash expense
TXN0892,2026-11-01,Monthly Retainer — Dialog Axiata PLC,Retainer Fee,132874.17,Credit,Fixed monthly support retainer from Dialog Axiata PLC
TXN0893,2026-11-01,Monthly Retainer — Sampath Bank,Retainer Fee,70468.24,Credit,Fixed monthly support retainer from Sampath Bank
TXN0894,2026-11-01,Monthly Retainer — MAS Holdings,Retainer Fee,139093.93,Credit,Fixed monthly support retainer from MAS Holdings
TXN0895,2026-11-01,Monthly Retainer — SLT-Mobitel,Retainer Fee,68987.09,Credit,Fixed monthly support retainer from SLT-Mobitel
TXN0916,2026-11-01,Fuel — Company Vehicle,Transport,-11465.45,Debit,Company vehicle fuel top-up
TXN0871,2026-11-02,Tea/Coffee & Office Refreshments,Petty Cash,-2243.43,Debit,Petty cash expense
TXN0865,2026-11-03,Photocopy & Binding — Reports,Office Supplies,-881.56,Debit,Petty cash expense
TXN0852,2026-11-04,Photocopy & Binding — Reports,Office Supplies,-995.26,Debit,Petty cash expense
TXN0872,2026-11-04,Photocopy & Binding — Reports,Office Supplies,-1564.74,Debit,Petty cash expense
TXN0850,2026-11-05,Bank of Ceylon — Business Loan EMI,Loan Repayment,-75000,Debit,Monthly EMI for LKR 3.6M business loan
TXN0911,2026-11-05,Fuel — Company Vehicle,Transport,-8918.48,Debit,Company vehicle fuel top-up
TXN0844,2026-11-06,Invoice Payment — MAS Holdings,Sales Revenue,291266.32,Credit,Project milestone payment from MAS Holdings
TXN0917,2026-11-06,Keells Super — Office Pantry,Petty Cash,-4852.67,Debit,Vendor invoice payment
TXN0869,2026-11-07,Courier — Document Delivery,Logistics,-682.65,Debit,Petty cash expense
TXN0912,2026-11-07,Fuel — Company Vehicle,Transport,-3940.95,Debit,Company vehicle fuel top-up
TXN0839,2026-11-08,Invoice Payment — LOLC Finance,Sales Revenue,146827.97,Credit,Project milestone payment from LOLC Finance
TXN0841,2026-11-08,Invoice Payment — Commercial Bank,Sales Revenue,375634.84,Credit,Project milestone payment from Commercial Bank
TXN0843,2026-11-08,Invoice Payment — SLT-Mobitel,Sales Revenue,207868.63,Credit,Project milestone payment from SLT-Mobitel
TXN0858,2026-11-08,Printer Ink & Paper Restock,Office Supplies,-3004.33,Debit,Petty cash expense
TXN0855,2026-11-09,Photocopy & Binding — Reports,Office Supplies,-2424.46,Debit,Petty cash expense
TXN0898,2026-11-09,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-24726.97,Debit,Petty cash fund replenishment
TXN0901,2026-11-09,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-7943.12,Debit,Petty cash fund replenishment
TXN0922,2026-11-09,Printcare PLC — Stationery Order,Office Supplies,-34783.08,Debit,Vendor invoice payment
TXN0847,2026-11-10,Lanka Electricity Board — Office Bill,Electricity Bill,-44760.79,Debit,Monthly electricity consumption
TXN0867,2026-11-10,Staff Overtime Meal Allowance,Meals & Entertainment,-5861.92,Debit,Petty cash expense
TXN0881,2026-11-10,Staff Overtime Meal Allowance,Meals & Entertainment,-5041.67,Debit,Petty cash expense
TXN0906,2026-11-10,Vendor Rebate — CloudHosting.lk,Rebates,21224.34,Credit,Miscellaneous income
TXN0914,2026-11-11,Fuel — Company Vehicle,Transport,-8216.93,Debit,Company vehicle fuel top-up
TXN0915,2026-11-11,Fuel — Company Vehicle,Transport,-7704.41,Debit,Company vehicle fuel top-up
TXN0848,2026-11-12,SLT Fiber — Office Broadband (1Gbps),Internet Bill,-10545.51,Debit,Monthly ISP subscription
TXN0854,2026-11-12,Parking Fee — Colombo Office,Transport,-508.59,Debit,Petty cash expense
TXN0856,2026-11-12,Team Lunch — Client Meeting,Meals & Entertainment,-3747.09,Debit,Petty cash expense
TXN0875,2026-11-12,Printer Ink & Paper Restock,Office Supplies,-2782.72,Debit,Petty cash expense
TXN0889,2026-11-12,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-27127.17,Debit,Contract work — Shanuki Rathnayake
TXN0907,2026-11-12,Fuel — Company Vehicle,Transport,-6538.56,Debit,Company vehicle fuel top-up
TXN0863,2026-11-14,Courier — Document Delivery,Logistics,-355.78,Debit,Petty cash expense
TXN0870,2026-11-14,Staff Overtime Meal Allowance,Meals & Entertainment,-3422.14,Debit,Petty cash expense
TXN0921,2026-11-14,Printcare PLC — Stationery Order,Office Supplies,-26643.38,Debit,Vendor invoice payment
TXN0849,2026-11-15,CloudHosting.lk — Server & Hosting,Cloud & Software,-41478.4,Debit,Monthly cloud infrastructure
TXN0899,2026-11-15,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-9284.07,Debit,Petty cash fund replenishment
TXN0840,2026-11-16,Invoice Payment — Aitken Spence,Sales Revenue,387049.18,Credit,Project milestone payment from Aitken Spence
TXN0842,2026-11-16,Invoice Payment — John Keells Holdings,Sales Revenue,512518.65,Credit,Project milestone payment from John Keells Holdings
TXN0919,2026-11-16,Dialog — Mobile Bills (Staff),Telephone,-21317.88,Debit,Vendor invoice payment
TXN0864,2026-11-17,Courier — Document Delivery,Logistics,-707.27,Debit,Petty cash expense
TXN0876,2026-11-17,Parking Fee — Colombo Office,Transport,-583.3,Debit,Petty cash expense
TXN0857,2026-11-18,Tea/Coffee & Office Refreshments,Petty Cash,-2127.63,Debit,Petty cash expense
TXN0866,2026-11-18,Photocopy & Binding — Reports,Office Supplies,-1875.25,Debit,Petty cash expense
TXN0888,2026-11-18,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-44893.95,Debit,Contract work — Shanuki Rathnayake
TXN0873,2026-11-19,Printer Ink & Paper Restock,Office Supplies,-5870.05,Debit,Petty cash expense
TXN0883,2026-11-19,Tea/Coffee & Office Refreshments,Petty Cash,-2784.72,Debit,Petty cash expense
TXN0886,2026-11-19,Freelancer Payment — Nimali Fernando,Freelancer Fees,-69705.51,Debit,Contract work — Nimali Fernando
TXN0880,2026-11-20,Tea/Coffee & Office Refreshments,Petty Cash,-2299.99,Debit,Petty cash expense
TXN0882,2026-11-20,Staff Overtime Meal Allowance,Meals & Entertainment,-3104.16,Debit,Petty cash expense
TXN0884,2026-11-20,Freelancer Payment — Kasun Perera,Freelancer Fees,-73147.03,Debit,Contract work — Kasun Perera
TXN0891,2026-11-20,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-71043.85,Debit,Contract work — Shanuki Rathnayake
TXN0920,2026-11-20,Dialog — Mobile Bills (Staff),Telephone,-13067.0,Debit,Vendor invoice payment
TXN0877,2026-11-21,Parking Fee — Colombo Office,Transport,-315.86,Debit,Petty cash expense
TXN0860,2026-11-22,Printer Ink & Paper Restock,Office Supplies,-5467.76,Debit,Petty cash expense
TXN0918,2026-11-22,Dialog — Mobile Bills (Staff),Telephone,-18435.94,Debit,Vendor invoice payment
TXN0851,2026-11-23,Printer Ink & Paper Restock,Office Supplies,-7094.21,Debit,Petty cash expense
TXN0879,2026-11-23,Tea/Coffee & Office Refreshments,Petty Cash,-1679.56,Debit,Petty cash expense
TXN0896,2026-11-23,Sampath Bank — Monthly Account Maintenance,Bank Charges,-1681.75,Debit,Monthly bank service charge
TXN0902,2026-11-23,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-21587.83,Debit,Petty cash fund replenishment
TXN0868,2026-11-24,Parking Fee — Colombo Office,Transport,-556.37,Debit,Petty cash expense
TXN0890,2026-11-24,Freelancer Payment — Ravindu Silva,Freelancer Fees,-37413.63,Debit,Contract work — Ravindu Silva
TXN0900,2026-11-24,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-15462.58,Debit,Petty cash fund replenishment
TXN0845,2026-11-25,Staff Salaries — 12 Employees,Salaries,-1000188.0,Debit,Monthly payroll run
TXN0853,2026-11-26,Staff Overtime Meal Allowance,Meals & Entertainment,-4245.86,Debit,Petty cash expense
TXN0861,2026-11-26,Team Lunch — Client Meeting,Meals & Entertainment,-10423.07,Debit,Petty cash expense
TXN0878,2026-11-26,Team Lunch — Client Meeting,Meals & Entertainment,-8865.4,Debit,Petty cash expense
TXN0897,2026-11-26,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-9983.05,Debit,Petty cash fund replenishment
TXN0904,2026-11-26,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-20930.86,Debit,Petty cash fund replenishment
TXN0913,2026-11-26,Fuel — Company Vehicle,Transport,-8397.08,Debit,Company vehicle fuel top-up
TXN0885,2026-11-27,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-32893.25,Debit,Contract work — Tharushi Jayasinghe
TXN0905,2026-11-27,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-10780.95,Debit,Petty cash fund replenishment
TXN0909,2026-11-27,Fuel — Company Vehicle,Transport,-11151.42,Debit,Company vehicle fuel top-up
TXN0887,2026-11-28,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-105195.18,Debit,Contract work — Tharushi Jayasinghe
TXN0910,2026-11-29,Fuel — Company Vehicle,Transport,-11405.31,Debit,Company vehicle fuel top-up
TXN0859,2026-11-30,Team Lunch — Client Meeting,Meals & Entertainment,-9764.4,Debit,Petty cash expense
TXN0874,2026-11-30,Parking Fee — Colombo Office,Transport,-525.38,Debit,Petty cash expense
TXN0903,2026-11-30,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-15864.09,Debit,Petty cash fund replenishment
TXN0908,2026-11-30,Fuel — Company Vehicle,Transport,-10846.21,Debit,Company vehicle fuel top-up
TXN0930,2026-12-01,"Office Rent — Colombo 3, Level 4",Rent,-119440.98,Debit,Monthly office lease payment
TXN0976,2026-12-01,Printer Ink & Paper Restock,Office Supplies,-4178.55,Debit,Petty cash expense
TXN0985,2026-12-01,Monthly Retainer — Dialog Axiata PLC,Retainer Fee,131098.85,Credit,Fixed monthly support retainer from Dialog Axiata PLC
TXN0986,2026-12-01,Monthly Retainer — Sampath Bank,Retainer Fee,59498.62,Credit,Fixed monthly support retainer from Sampath Bank
TXN0987,2026-12-01,Monthly Retainer — MAS Holdings,Retainer Fee,110850.06,Credit,Fixed monthly support retainer from MAS Holdings
TXN0988,2026-12-01,Monthly Retainer — SLT-Mobitel,Retainer Fee,54845.84,Credit,Fixed monthly support retainer from SLT-Mobitel
TXN0948,2026-12-02,Courier — Document Delivery,Logistics,-1274.92,Debit,Petty cash expense
TXN0964,2026-12-02,Tea/Coffee & Office Refreshments,Petty Cash,-1037.53,Debit,Petty cash expense
TXN0969,2026-12-02,Grab / PickMe — Staff Transport,Transport,-3091.81,Debit,Petty cash expense
TXN0990,2026-12-02,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-19806.09,Debit,Petty cash fund replenishment
TXN1002,2026-12-02,Fuel — Company Vehicle,Transport,-5530.07,Debit,Company vehicle fuel top-up
TXN1009,2026-12-02,Fuel — Company Vehicle,Transport,-3852.83,Debit,Company vehicle fuel top-up
TXN1011,2026-12-02,Fuel — Company Vehicle,Transport,-5597.66,Debit,Company vehicle fuel top-up
TXN0954,2026-12-04,Team Lunch — Client Meeting,Meals & Entertainment,-7396.53,Debit,Petty cash expense
TXN0935,2026-12-05,Bank of Ceylon — Business Loan EMI,Loan Repayment,-75000,Debit,Monthly EMI for LKR 3.6M business loan
TXN0940,2026-12-05,Parking Fee — Colombo Office,Transport,-730.45,Debit,Petty cash expense
TXN0971,2026-12-05,Parking Fee — Colombo Office,Transport,-490.52,Debit,Petty cash expense
TXN0949,2026-12-06,Team Lunch — Client Meeting,Meals & Entertainment,-9725.57,Debit,Petty cash expense
TXN0955,2026-12-06,Staff Overtime Meal Allowance,Meals & Entertainment,-3751.74,Debit,Petty cash expense
TXN0992,2026-12-06,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-16401.09,Debit,Petty cash fund replenishment
TXN0939,2026-12-07,Parking Fee — Colombo Office,Transport,-719.5,Debit,Petty cash expense
TXN0968,2026-12-08,Grab / PickMe — Staff Transport,Transport,-888.71,Debit,Petty cash expense
TXN0957,2026-12-09,Team Lunch — Client Meeting,Meals & Entertainment,-8653.8,Debit,Petty cash expense
TXN0996,2026-12-09,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-23968.09,Debit,Petty cash fund replenishment
TXN1017,2026-12-09,DIMO — Vehicle Service,Transport,-37171.57,Debit,Vendor invoice payment
TXN0931,2026-12-10,Lanka Electricity Board — Office Bill,Electricity Bill,-42791.24,Debit,Monthly electricity consumption
TXN0995,2026-12-11,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-22647.59,Debit,Petty cash fund replenishment
TXN1003,2026-12-11,Fuel — Company Vehicle,Transport,-8595.89,Debit,Company vehicle fuel top-up
TXN0932,2026-12-12,SLT Fiber — Office Broadband (1Gbps),Internet Bill,-10948.94,Debit,Monthly ISP subscription
TXN0938,2026-12-12,Parking Fee — Colombo Office,Transport,-402.93,Debit,Petty cash expense
TXN0956,2026-12-12,Photocopy & Binding — Reports,Office Supplies,-1022.66,Debit,Petty cash expense
TXN0959,2026-12-12,Parking Fee — Colombo Office,Transport,-700.75,Debit,Petty cash expense
TXN0963,2026-12-12,Printer Ink & Paper Restock,Office Supplies,-2491.09,Debit,Petty cash expense
TXN0984,2026-12-12,Freelancer Payment — Nimali Fernando,Freelancer Fees,-118314.99,Debit,Contract work — Nimali Fernando
TXN0923,2026-12-13,Invoice Payment — Dipped Products,Sales Revenue,226295.89,Credit,Project milestone payment from Dipped Products
TXN0951,2026-12-13,Courier — Document Delivery,Logistics,-1331.42,Debit,Petty cash expense
TXN0961,2026-12-13,Parking Fee — Colombo Office,Transport,-681.32,Debit,Petty cash expense
TXN0972,2026-12-13,Courier — Document Delivery,Logistics,-1442.39,Debit,Petty cash expense
TXN0925,2026-12-14,Invoice Payment — Softlogic Holdings,Sales Revenue,645564.1,Credit,Project milestone payment from Softlogic Holdings
TXN0966,2026-12-14,Parking Fee — Colombo Office,Transport,-224.38,Debit,Petty cash expense
TXN0943,2026-12-15,Grab / PickMe — Staff Transport,Transport,-3405.3,Debit,Petty cash expense
TXN0980,2026-12-15,Freelancer Payment — Malith De Silva,Freelancer Fees,-83936.98,Debit,Contract work — Malith De Silva
TXN0994,2026-12-15,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-24713.43,Debit,Petty cash fund replenishment
TXN0933,2026-12-16,CloudHosting.lk — Server & Hosting,Cloud & Software,-29932.64,Debit,Monthly cloud infrastructure
TXN0941,2026-12-16,Courier — Document Delivery,Logistics,-1430.83,Debit,Petty cash expense
TXN1007,2026-12-16,Fuel — Company Vehicle,Transport,-7525.98,Debit,Company vehicle fuel top-up
TXN1016,2026-12-16,DIMO — Vehicle Service,Transport,-44990.1,Debit,Vendor invoice payment
TXN1000,2026-12-17,Fuel — Company Vehicle,Transport,-9460.32,Debit,Company vehicle fuel top-up
TXN0960,2026-12-18,Photocopy & Binding — Reports,Office Supplies,-2211.78,Debit,Petty cash expense
TXN0979,2026-12-18,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-41538.45,Debit,Contract work — Tharushi Jayasinghe
TXN0981,2026-12-18,Freelancer Payment — Nimali Fernando,Freelancer Fees,-62461.71,Debit,Contract work — Nimali Fernando
TXN0967,2026-12-19,Courier — Document Delivery,Logistics,-1127.77,Debit,Petty cash expense
TXN0927,2026-12-20,Invoice Payment — Commercial Bank,Sales Revenue,370139.66,Credit,Project milestone payment from Commercial Bank
TXN0928,2026-12-20,Invoice Payment — LOLC Finance,Sales Revenue,209654.32,Credit,Project milestone payment from LOLC Finance
TXN0934,2026-12-20,Inland Revenue — Quarterly Tax Payment Q4,Tax,-122053.86,Debit,Corporate income tax installment
TXN0936,2026-12-20,Year-End Performance Bonus — All Staff,Salaries,-299135.75,Debit,Annual performance bonus payout
